,Site,Year,Species,Temperature,Temp_Range
435,PRWI 7,2007,Hairy Woodpecker,22.89999962,20-30
436,PRWI 7,2007,Hooded Warbler,22.89999962,20-30
437,PRWI 7,2007,Northern Cardinal,22.89999962,20-30
438,PRWI 7,2007,Eastern Wood-Pewee,22.89999962,20-30
439,PRWI 7,2007,Ovenbird,22.89999962,20-30
440,PRWI 7,2007,Red-eyed Vireo,22.89999962,20-30
441,PRWI 7,2007,Red-eyed Vireo,22.89999962,20-30
442,PRWI 7,2007,Wood Thrush,18.5,10-20
443,PRWI 7,2007,Wood Thrush,18.5,10-20
444,PRWI 7,2007,Unidentified Chickadee,18.5,10-20
445,PRWI 7,2007,Red-eyed Vireo,18.5,10-20
446,PRWI 7,2007,Pine Warbler,18.5,10-20
447,PRWI 7,2007,Eastern Tufted Titmouse,18.5,10-20
448,PRWI 7,2007,Ovenbird,18.5,10-20
449,PRWI 7,2007,Acadian Flycatcher,18.5,10-20
450,PRWI 7,2007,Yellow-billed Cuckoo,18.5,10-20
451,PRWI 7,2007,Ovenbird,18.5,10-20
452,PRWI 7,2007,Acadian Flycatcher,18.5,10-20
453,PRWI 5,2007,Hairy Woodpecker,16.5,10-20
454,PRWI 5,2007,Scarlet Tanager,16.5,10-20
455,PRWI 5,2007,Wood Thrush,16.5,10-20
456,PRWI 5,2007,Wood Thrush,16.5,10-20
457,PRWI 5,2007,Red-bellied Woodpecker,16.5,10-20
458,PRWI 5,2007,Red-bellied Woodpecker,16.5,10-20
459,PRWI 5,2007,Acadian Flycatcher,16.5,10-20
460,PRWI 5,2007,Blue-gray Gnatcatcher,16.5,10-20
461,PRWI 5,2007,Eastern Tufted Titmouse,16.5,10-20
462,PRWI 5,2007,Red-eyed Vireo,16.5,10-20
463,PRWI 5,2007,Pileated Woodpecker,16.5,10-20
464,PRWI 8,2007,Blue Jay,26.60000038,20-30
465,PRWI 8,2007,Worm-eating Warbler,26.60000038,20-30
466,PRWI 8,2007,Eastern Tufted Titmouse,26.60000038,20-30
467,PRWI 8,2007,Eastern Tufted Titmouse,26.60000038,20-30
468,PRWI 8,2007,Ovenbird,26.60000038,20-30
469,PRWI 8,2007,Red-eyed Vireo,26.60000038,20-30
470,PRWI 8,2007,Carolina Wren,26.60000038,20-30
471,PRWI 8,2007,Ovenbird,26.60000038,20-30
472,PRWI 8,2007,Cedar Waxwing,26.60000038,20-30
473,PRWI 8,2007,Acadian Flycatcher,26.60000038,20-30
474,PRWI 8,2007,Eastern Wood-Pewee,18.70000076,10-20
475,PRWI 8,2007,Wood Thrush,18.70000076,10-20
476,PRWI 8,2007,Scarlet Tanager,18.70000076,10-20
477,PRWI 8,2007,Blue-gray Gnatcatcher,18.70000076,10-20
478,PRWI 8,2007,Blue-gray Gnatcatcher,18.70000076,10-20
479,PRWI 8,2007,Cedar Waxwing,18.70000076,10-20
480,PRWI 8,2007,Eastern Tufted Titmouse,18.70000076,10-20
481,PRWI 8,2007,Northern Parula,18.70000076,10-20
482,PRWI 8,2007,Ovenbird,18.70000076,10-20
483,PRWI 8,2007,Ovenbird,18.70000076,10-20
484,PRWI 8,2007,Red-bellied Woodpecker,18.70000076,10-20
485,PRWI 8,2007,Red-eyed Vireo,18.70000076,10-20
486,PRWI 8,2007,Red-eyed Vireo,18.70000076,10-20
487,PRWI 8,2007,Cedar Waxwing,18.70000076,10-20
488,PRWI 5,2007,Eastern Tufted Titmouse,17.89999962,10-20
489,PRWI 5,2007,Wood Thrush,17.89999962,10-20
490,PRWI 5,2007,Acadian Flycatcher,17.89999962,10-20
491,PRWI 5,2007,Blue-gray Gnatcatcher,17.89999962,10-20
492,PRWI 5,2007,Mourning Dove,17.89999962,10-20
493,PRWI 5,2007,Ovenbird,17.89999962,10-20
494,PRWI 5,2007,Scarlet Tanager,17.89999962,10-20
495,PRWI 5,2007,White-breasted Nuthatch,17.89999962,10-20
496,PRWI 5,2007,Wood Thrush,17.89999962,10-20
497,PRWI 5,2007,Wood Thrush,17.89999962,10-20
498,PRWI 8,2007,Red-eyed Vireo,18.70000076,10-20
499,PRWI 8,2007,Cedar Waxwing,18.70000076,10-20
500,PRWI 8,2007,Eastern Tufted Titmouse,18.70000076,10-20
501,PRWI 8,2007,Scarlet Tanager,18.70000076,10-20
502,PRWI 8,2007,Scarlet Tanager,18.70000076,10-20
503,PRWI 8,2007,Wood Thrush,18.70000076,10-20
504,PRWI 8,2007,Eastern Wood-Pewee,18.70000076,10-20
505,PRWI 5,2007,Ovenbird,17.29999924,10-20
506,PRWI 5,2007,Wood Thrush,17.29999924,10-20
507,PRWI 5,2007,White-breasted Nuthatch,17.29999924,10-20
508,PRWI 5,2007,Red-eyed Vireo,17.29999924,10-20
509,PRWI 5,2007,Ovenbird,17.29999924,10-20
510,PRWI 5,2007,Eastern Wood-Pewee,17.29999924,10-20
511,PRWI 5,2007,Blue-gray Gnatcatcher,17.29999924,10-20
512,PRWI 5,2007,Red-bellied Woodpecker,17.29999924,10-20
513,PRWI 5,2007,American Goldfinch,20.79999924,20-30
514,PRWI 5,2007,Scarlet Tanager,20.79999924,20-30
515,PRWI 5,2007,Chipping Sparrow,20.79999924,20-30
516,PRWI 5,2007,Red-eyed Vireo,20.79999924,20-30
517,PRWI 5,2007,Pine Warbler,20.79999924,20-30
518,PRWI 5,2007,Wood Thrush,20.79999924,20-30
519,PRWI 5,2007,Ovenbird,18.5,10-20
520,PRWI 5,2007,Blue-gray Gnatcatcher,18.5,10-20
521,PRWI 5,2007,American Crow,18.5,10-20
522,PRWI 5,2007,American Goldfinch,18.5,10-20
523,PRWI 5,2007,American Robin,18.5,10-20
524,PRWI 5,2007,Acadian Flycatcher,18.5,10-20
525,PRWI 5,2007,Eastern Tufted Titmouse,18.5,10-20
526,PRWI 5,2007,Ovenbird,18.5,10-20
527,PRWI 5,2007,Red-bellied Woodpecker,18.5,10-20
528,PRWI 5,2007,Red-eyed Vireo,18.5,10-20
529,PRWI 5,2007,Red-eyed Vireo,18.5,10-20
530,PRWI 5,2007,Indigo Bunting,18.5,10-20
531,PRWI 8,2007,Red-eyed Vireo,23.60000038,20-30
532,PRWI 8,2007,Worm-eating Warbler,23.60000038,20-30
533,PRWI 8,2007,Unidentified Chickadee,23.60000038,20-30
534,PRWI 8,2007,Red-eyed Vireo,23.60000038,20-30
535,PRWI 8,2007,Blue-gray Gnatcatcher,23.60000038,20-30
536,PRWI 8,2007,Ovenbird,23.60000038,20-30
537,PRWI 8,2007,Acadian Flycatcher,23.60000038,20-30
538,PRWI 8,2007,Eastern Tufted Titmouse,23.60000038,20-30
539,PRWI 8,2007,Eastern Wood-Pewee,23.60000038,20-30
540,PRWI 8,2007,Eastern Wood-Pewee,23.60000038,20-30
541,PRWI 8,2007,Cedar Waxwing,23.60000038,20-30
542,PRWI 10,2007,Ovenbird,19.20000076,10-20
543,PRWI 10,2007,Song Sparrow,19.20000076,10-20
544,PRWI 10,2007,Red-eyed Vireo,19.20000076,10-20
545,PRWI 10,2007,Ovenbird,19.20000076,10-20
546,PRWI 10,2007,Eastern Wood-Pewee,19.20000076,10-20
547,PRWI 10,2007,Blue-gray Gnatcatcher,19.20000076,10-20
548,PRWI 10,2007,American Goldfinch,19.20000076,10-20
549,PRWI 10,2007,Acadian Flycatcher,19.20000076,10-20
550,PRWI 10,2007,American Crow,19.20000076,10-20
551,PRWI 10,2007,Red-eyed Vireo,19.20000076,10-20
552,PRWI 11,2007,Brown-headed Cowbird,18.0,10-20
553,PRWI 11,2007,Scarlet Tanager,18.0,10-20
554,PRWI 11,2007,Red-eyed Vireo,18.0,10-20
555,PRWI 11,2007,Pine Warbler,18.0,10-20
556,PRWI 11,2007,Ovenbird,18.0,10-20
557,PRWI 11,2007,Ovenbird,18.0,10-20
558,PRWI 11,2007,Northern Cardinal,18.0,10-20
559,PRWI 11,2007,Eastern Tufted Titmouse,18.0,10-20
560,PRWI 11,2007,Eastern Wood-Pewee,18.0,10-20
561,PRWI 11,2007,Carolina Wren,18.0,10-20
562,PRWI 11,2007,Blue-gray Gnatcatcher,18.0,10-20
563,PRWI 11,2007,American Crow,18.0,10-20
564,PRWI 11,2007,Acadian Flycatcher,18.0,10-20
565,PRWI 11,2007,Eastern Phoebe,18.0,10-20
566,PRWI 9,2007,Eastern Phoebe,17.20000076,10-20
567,PRWI 9,2007,Acadian Flycatcher,17.20000076,10-20
568,PRWI 9,2007,Blue-gray Gnatcatcher,17.20000076,10-20
569,PRWI 9,2007,Eastern Wood-Pewee,17.20000076,10-20
570,PRWI 9,2007,Louisiana Waterthrush,17.20000076,10-20
571,PRWI 9,2007,Northern Parula,17.20000076,10-20
572,PRWI 9,2007,Ovenbird,17.20000076,10-20
573,PRWI 9,2007,Ovenbird,17.20000076,10-20
574,PRWI 9,2007,Red-eyed Vireo,17.20000076,10-20
575,PRWI 9,2007,Red-eyed Vireo,17.20000076,10-20
576,PRWI 9,2007,Worm-eating Warbler,17.20000076,10-20
577,PRWI 9,2007,Wood Thrush,17.20000076,10-20
578,PRWI 9,2007,Yellow-throated Vireo,17.20000076,10-20
579,PRWI 9,2007,Blue-gray Gnatcatcher,17.20000076,10-20
580,PRWI 9,2007,Great Crested Flycatcher,17.20000076,10-20
581,PRWI 9,2007,Red-eyed Vireo,17.79999924,10-20
582,PRWI 9,2007,Red-bellied Woodpecker,17.79999924,10-20
583,PRWI 9,2007,Ovenbird,17.79999924,10-20
584,PRWI 9,2007,Ovenbird,17.79999924,10-20
585,PRWI 9,2007,Red-eyed Vireo,17.79999924,10-20
586,PRWI 9,2007,Hooded Warbler,17.79999924,10-20
587,PRWI 9,2007,Scarlet Tanager,17.79999924,10-20
588,PRWI 9,2007,Eastern Tufted Titmouse,17.79999924,10-20
589,PRWI 9,2007,Eastern Wood-Pewee,17.79999924,10-20
590,PRWI 9,2007,Brown-headed Cowbird,17.79999924,10-20
591,PRWI 9,2007,American Crow,17.79999924,10-20
592,PRWI 9,2007,Acadian Flycatcher,17.79999924,10-20
593,PRWI 11,2007,Hooded Warbler,17.89999962,10-20
594,PRWI 11,2007,Blue Jay,17.89999962,10-20
595,PRWI 11,2007,Acadian Flycatcher,17.89999962,10-20
596,PRWI 11,2007,Blue-gray Gnatcatcher,17.89999962,10-20
597,PRWI 11,2007,Eastern Tufted Titmouse,17.89999962,10-20
598,PRWI 11,2007,Carolina Wren,17.89999962,10-20
599,PRWI 11,2007,Northern Parula,17.89999962,10-20
600,PRWI 11,2007,Ovenbird,17.89999962,10-20
601,PRWI 11,2007,Red-bellied Woodpecker,17.89999962,10-20
602,PRWI 11,2007,Red-eyed Vireo,17.89999962,10-20
603,PRWI 11,2007,Red-eyed Vireo,17.89999962,10-20
604,PRWI 11,2007,Scarlet Tanager,17.89999962,10-20
605,PRWI 11,2007,Scarlet Tanager,17.89999962,10-20
606,PRWI 11,2007,Wood Thrush,17.89999962,10-20
607,PRWI 11,2007,Black-and-white Warbler,21.20000076,20-30
608,PRWI 11,2007,American Crow,21.20000076,20-30
609,PRWI 11,2007,Scarlet Tanager,21.20000076,20-30
610,PRWI 11,2007,American Goldfinch,21.20000076,20-30
611,PRWI 11,2007,Red-eyed Vireo,21.20000076,20-30
612,PRWI 11,2007,Ovenbird,21.20000076,20-30
613,PRWI 11,2007,Hooded Warbler,21.20000076,20-30
614,PRWI 11,2007,Eastern Tufted Titmouse,21.20000076,20-30
615,PRWI 11,2007,Carolina Wren,21.20000076,20-30
616,PRWI 11,2007,Brown-headed Cowbird,21.20000076,20-30
617,PRWI 10,2007,American Crow,19.70000076,10-20
618,PRWI 10,2007,Hooded Warbler,19.70000076,10-20
619,PRWI 10,2007,Red-eyed Vireo,19.70000076,10-20
620,PRWI 10,2007,Red-bellied Woodpecker,19.70000076,10-20
621,PRWI 10,2007,Ovenbird,19.70000076,10-20
622,PRWI 10,2007,Mourning Dove,19.70000076,10-20
623,PRWI 10,2007,Fish Crow,19.70000076,10-20
624,PRWI 10,2007,Eastern Tufted Titmouse,19.70000076,10-20
625,PRWI 10,2007,Blue-gray Gnatcatcher,19.70000076,10-20
626,PRWI 10,2007,Acadian Flycatcher,19.70000076,10-20
627,PRWI 10,2007,Cedar Waxwing,19.70000076,10-20
628,PRWI 11,2007,Hairy Woodpecker,18.60000038,10-20
629,PRWI 11,2007,Acadian Flycatcher,18.60000038,10-20
630,PRWI 11,2007,American Crow,18.60000038,10-20
631,PRWI 11,2007,Blue-gray Gnatcatcher,18.60000038,10-20
632,PRWI 11,2007,Fish Crow,18.60000038,10-20
633,PRWI 11,2007,Ovenbird,18.60000038,10-20
634,PRWI 11,2007,Ovenbird,18.60000038,10-20
635,PRWI 11,2007,Red-eyed Vireo,18.60000038,10-20
636,PRWI 11,2007,Scarlet Tanager,18.60000038,10-20
637,PRWI 11,2007,Yellow-throated Vireo,18.60000038,10-20
638,PRWI 11,2007,Ovenbird,18.60000038,10-20
639,PRWI 11,2007,Unidentified Chickadee,18.60000038,10-20
640,PRWI 10,2007,Worm-eating Warbler,17.79999924,10-20
641,PRWI 10,2007,Cedar Waxwing,17.79999924,10-20
642,PRWI 10,2007,Wood Thrush,17.79999924,10-20
643,PRWI 10,2007,Worm-eating Warbler,17.79999924,10-20
644,PRWI 10,2007,Cedar Waxwing,17.79999924,10-20
645,PRWI 10,2007,Acadian Flycatcher,17.79999924,10-20
646,PRWI 10,2007,American Crow,17.79999924,10-20
647,PRWI 10,2007,American Crow,17.79999924,10-20
648,PRWI 10,2007,Eastern Kingbird,17.79999924,10-20
649,PRWI 10,2007,Canada Goose,17.79999924,10-20
650,PRWI 10,2007,Worm-eating Warbler,17.79999924,10-20
651,PRWI 10,2007,Downy Woodpecker,17.79999924,10-20
652,PRWI 10,2007,Eastern Wood-Pewee,17.79999924,10-20
653,PRWI 10,2007,Mourning Dove,17.79999924,10-20
654,PRWI 10,2007,Ovenbird,17.79999924,10-20
655,PRWI 10,2007,Ovenbird,17.79999924,10-20
656,PRWI 10,2007,Red-eyed Vireo,17.79999924,10-20
657,PRWI 10,2007,Scarlet Tanager,17.79999924,10-20
658,PRWI 10,2007,Blue-gray Gnatcatcher,17.79999924,10-20
659,PRWI 9,2007,Pileated Woodpecker,20.5,20-30
660,PRWI 9,2007,Carolina Chickadee,20.5,20-30
661,PRWI 9,2007,Ovenbird,20.5,20-30
662,PRWI 9,2007,Ovenbird,20.5,20-30
663,PRWI 9,2007,Red-eyed Vireo,20.5,20-30
664,PRWI 9,2007,Worm-eating Warbler,20.5,20-30
665,PRWI 9,2007,Wild Turkey,20.5,20-30
666,PRWI 9,2007,American Goldfinch,20.5,20-30
667,PRWI 9,2007,Brown-headed Cowbird,20.5,20-30
668,PRWI 9,2007,Hooded Warbler,20.5,20-30
669,PRWI 9,2007,Red-eyed Vireo,22.39999962,20-30
670,PRWI 9,2007,Scarlet Tanager,22.39999962,20-30
671,PRWI 9,2007,Red-eyed Vireo,22.39999962,20-30
672,PRWI 9,2007,Pine Warbler,22.39999962,20-30
673,PRWI 9,2007,Ovenbird,22.39999962,20-30
674,PRWI 9,2007,Great Crested Flycatcher,22.39999962,20-30
675,PRWI 9,2007,Eastern Tufted Titmouse,22.39999962,20-30
676,PRWI 9,2007,Unidentified Chickadee,22.39999962,20-30
677,PRWI 9,2007,Yellow-throated Vireo,22.39999962,20-30
678,PRWI 9,2007,Acadian Flycatcher,22.39999962,20-30
679,PRWI 9,2007,American Robin,22.39999962,20-30
680,PRWI 9,2007,Blue-gray Gnatcatcher,22.39999962,20-30
681,PRWI 9,2007,Blue-gray Gnatcatcher,22.39999962,20-30
682,PRWI 9,2007,Eastern Wood-Pewee,22.39999962,20-30
683,PRWI 9,2007,Pine Warbler,22.39999962,20-30
684,PRWI 8,2007,Ovenbird,25.20000076,20-30
685,PRWI 8,2007,Acadian Flycatcher,25.20000076,20-30
686,PRWI 8,2007,Acadian Flycatcher,25.20000076,20-30
687,PRWI 8,2007,Blue-gray Gnatcatcher,25.20000076,20-30
688,PRWI 8,2007,Brown-headed Cowbird,25.20000076,20-30
689,PRWI 8,2007,Eastern Wood-Pewee,25.20000076,20-30
690,PRWI 8,2007,Ovenbird,25.20000076,20-30
691,PRWI 8,2007,Ovenbird,25.20000076,20-30
692,PRWI 8,2007,Red-eyed Vireo,25.20000076,20-30
693,PRWI 8,2007,Scarlet Tanager,25.20000076,20-30
694,PRWI 8,2007,Unidentified Chickadee,25.20000076,20-30
695,PRWI 8,2007,Unidentified Chickadee,25.20000076,20-30
696,PRWI 8,2007,Eastern Tufted Titmouse,25.20000076,20-30
697,PRWI 8,2007,Eastern Wood-Pewee,23.29999924,20-30
698,PRWI 8,2007,Scarlet Tanager,23.29999924,20-30
699,PRWI 8,2007,Red-eyed Vireo,23.29999924,20-30
700,PRWI 8,2007,Eastern Tufted Titmouse,23.29999924,20-30
701,PRWI 8,2007,Red-eyed Vireo,23.29999924,20-30
702,PRWI 10,2007,Hooded Warbler,20.70000076,20-30
703,PRWI 10,2007,Red-eyed Vireo,20.70000076,20-30
704,PRWI 10,2007,Scarlet Tanager,20.70000076,20-30
705,PRWI 10,2007,Red-eyed Vireo,20.70000076,20-30
706,PRWI 10,2007,Ovenbird,20.70000076,20-30
707,PRWI 10,2007,American Robin,20.70000076,20-30
708,PRWI 10,2007,American Goldfinch,20.70000076,20-30
709,PRWI 10,2007,Worm-eating Warbler,20.70000076,20-30
710,PRWI 10,2007,Acadian Flycatcher,20.70000076,20-30
711,PRWI 10,2007,Eastern Wood-Pewee,20.70000076,20-30
712,PRWI 11,2007,Ovenbird,19.10000038,10-20
713,PRWI 11,2007,Wood Thrush,19.10000038,10-20
714,PRWI 11,2007,Scarlet Tanager,19.10000038,10-20
715,PRWI 11,2007,Red-eyed Vireo,19.10000038,10-20
716,PRWI 11,2007,Pileated Woodpecker,19.10000038,10-20
717,PRWI 11,2007,Ovenbird,19.10000038,10-20
718,PRWI 11,2007,Acadian Flycatcher,19.10000038,10-20
719,PRWI 11,2007,Pileated Woodpecker,19.10000038,10-20
720,PRWI 10,2007,Scarlet Tanager,22.20000076,20-30
721,PRWI 10,2007,Yellow-throated Vireo,22.20000076,20-30
722,PRWI 10,2007,Red-eyed Vireo,22.20000076,20-30
723,PRWI 10,2007,Ovenbird,22.20000076,20-30
724,PRWI 10,2007,Common Raven,22.20000076,20-30
725,PRWI 10,2007,American Crow,22.20000076,20-30
726,PRWI 10,2007,Acadian Flycatcher,22.20000076,20-30
727,PRWI 10,2007,Mourning Dove,22.20000076,20-30
728,PRWI 10,2007,Red-eyed Vireo,19.0,10-20
729,PRWI 10,2007,Red-eyed Vireo,19.0,10-20
730,PRWI 10,2007,American Crow,19.0,10-20
731,PRWI 10,2007,Black-and-white Warbler,19.0,10-20
732,PRWI 10,2007,Mourning Dove,19.0,10-20
733,PRWI 10,2007,Red-eyed Vireo,19.0,10-20
734,PRWI 9,2007,Brown-headed Cowbird,19.5,10-20
735,PRWI 9,2007,Acadian Flycatcher,19.5,10-20
736,PRWI 9,2007,Red-eyed Vireo,19.5,10-20
737,PRWI 9,2007,Scarlet Tanager,19.5,10-20
738,PRWI 9,2007,Wood Thrush,19.5,10-20
739,PRWI 9,2007,Pine Warbler,19.5,10-20
740,PRWI 9,2007,Ovenbird,19.5,10-20
741,PRWI 9,2007,Mourning Dove,19.5,10-20
742,PRWI 9,2007,Eastern Wood-Pewee,19.5,10-20
743,PRWI 9,2007,Eastern Tufted Titmouse,19.5,10-20
744,PRWI 9,2007,Red-eyed Vireo,19.5,10-20
745,PRWI 19,2007,Cedar Waxwing,20.89999962,20-30
746,PRWI 19,2007,Red-eyed Vireo,20.89999962,20-30
747,PRWI 19,2007,Carolina Wren,20.89999962,20-30
748,PRWI 19,2007,Ovenbird,20.89999962,20-30
749,PRWI 19,2007,Pileated Woodpecker,20.89999962,20-30
750,PRWI 19,2007,Red-bellied Woodpecker,20.89999962,20-30
751,PRWI 19,2007,Red-eyed Vireo,20.89999962,20-30
752,PRWI 19,2007,Red-eyed Vireo,20.89999962,20-30
753,PRWI 19,2007,Acadian Flycatcher,20.89999962,20-30
754,PRWI 19,2007,Cooper's Hawk,22.0,20-30
755,PRWI 19,2007,Red-eyed Vireo,22.0,20-30
756,PRWI 19,2007,Eastern Tufted Titmouse,22.0,20-30
757,PRWI 19,2007,Blue-gray Gnatcatcher,22.0,20-30
758,PRWI 19,2007,Acadian Flycatcher,22.0,20-30
759,PRWI 19,2007,Yellow-billed Cuckoo,22.0,20-30
760,PRWI 19,2007,Ovenbird,22.0,20-30
761,PRWI 19,2007,Red-eyed Vireo,22.0,20-30
762,PRWI 15,2007,Wood Thrush,20.10000038,20-30
763,PRWI 15,2007,Blue-gray Gnatcatcher,20.10000038,20-30
764,PRWI 15,2007,American Crow,20.10000038,20-30
765,PRWI 15,2007,Acadian Flycatcher,20.10000038,20-30
766,PRWI 15,2007,Blue-gray Gnatcatcher,20.10000038,20-30
767,PRWI 15,2007,Pileated Woodpecker,20.10000038,20-30
768,PRWI 15,2007,Red-eyed Vireo,20.10000038,20-30
769,PRWI 15,2007,Ovenbird,20.60000038,20-30
770,PRWI 15,2007,Eastern Tufted Titmouse,20.60000038,20-30
771,PRWI 15,2007,Eastern Wood-Pewee,20.60000038,20-30
772,PRWI 15,2007,Carolina Wren,20.60000038,20-30
773,PRWI 15,2007,Brown-headed Cowbird,20.60000038,20-30
774,PRWI 15,2007,Blue-gray Gnatcatcher,20.60000038,20-30
775,PRWI 15,2007,Acadian Flycatcher,20.60000038,20-30
776,PRWI 15,2007,Ovenbird,20.60000038,20-30
777,PRWI 15,2007,Wood Thrush,20.60000038,20-30
778,PRWI 15,2007,Red-eyed Vireo,20.60000038,20-30
779,PRWI 15,2007,Wood Thrush,19.29999924,10-20
780,PRWI 15,2007,Scarlet Tanager,19.29999924,10-20
781,PRWI 15,2007,Wood Thrush,19.29999924,10-20
782,PRWI 15,2007,Worm-eating Warbler,19.29999924,10-20
783,PRWI 15,2007,Pileated Woodpecker,19.29999924,10-20
784,PRWI 15,2007,Blue-gray Gnatcatcher,19.29999924,10-20
785,PRWI 15,2007,Ovenbird,19.29999924,10-20
786,PRWI 15,2007,Northern Parula,19.29999924,10-20
787,PRWI 15,2007,Red-eyed Vireo,19.29999924,10-20
788,PRWI 22,2007,Eastern Tufted Titmouse,20.89999962,20-30
789,PRWI 22,2007,Acadian Flycatcher,20.89999962,20-30
790,PRWI 22,2007,American Goldfinch,20.89999962,20-30
791,PRWI 22,2007,Brown-headed Cowbird,20.89999962,20-30
792,PRWI 22,2007,Eastern Wood-Pewee,20.89999962,20-30
793,PRWI 22,2007,Mourning Dove,20.89999962,20-30
794,PRWI 22,2007,Pileated Woodpecker,20.89999962,20-30
795,PRWI 22,2007,Red-bellied Woodpecker,20.89999962,20-30
796,PRWI 22,2007,Red-eyed Vireo,20.89999962,20-30
797,PRWI 22,2007,Red-eyed Vireo,20.89999962,20-30
798,PRWI 22,2007,Worm-eating Warbler,20.89999962,20-30
799,PRWI 22,2007,Eastern Phoebe,20.89999962,20-30
800,PRWI 19,2007,Cedar Waxwing,22.5,20-30
801,PRWI 19,2007,Ovenbird,22.5,20-30
802,PRWI 19,2007,Ovenbird,22.5,20-30
803,PRWI 19,2007,Red-eyed Vireo,22.5,20-30
804,PRWI 19,2007,Red-eyed Vireo,22.5,20-30
805,PRWI 19,2007,Red-eyed Vireo,22.5,20-30
806,PRWI 19,2007,Scarlet Tanager,22.5,20-30
807,PRWI 19,2007,Wood Thrush,22.5,20-30
808,PRWI 19,2007,Acadian Flycatcher,22.5,20-30
809,PRWI 22,2007,Blue-gray Gnatcatcher,22.0,20-30
810,PRWI 22,2007,Brown-headed Cowbird,22.0,20-30
811,PRWI 22,2007,Eastern Tufted Titmouse,22.0,20-30
812,PRWI 22,2007,Ovenbird,22.0,20-30
813,PRWI 22,2007,Red-eyed Vireo,22.0,20-30
814,PRWI 22,2007,Scarlet Tanager,22.0,20-30
815,PRWI 22,2007,Worm-eating Warbler,22.0,20-30
816,PRWI 15,2007,Ovenbird,19.79999924,10-20
817,PRWI 15,2007,Scarlet Tanager,19.79999924,10-20
818,PRWI 15,2007,Blue-gray Gnatcatcher,19.79999924,10-20
819,PRWI 15,2007,Ovenbird,19.79999924,10-20
820,PRWI 15,2007,Acadian Flycatcher,19.79999924,10-20
821,PRWI 15,2007,Wood Thrush,19.79999924,10-20
822,PRWI 15,2007,Scarlet Tanager,19.79999924,10-20
823,PRWI 15,2007,Red-eyed Vireo,19.79999924,10-20
824,PRWI 19,2007,Brown-headed Cowbird,20.79999924,20-30
825,PRWI 19,2007,Blue-gray Gnatcatcher,20.79999924,20-30
826,PRWI 19,2007,Cedar Waxwing,20.79999924,20-30
827,PRWI 19,2007,Eastern Towhee,20.79999924,20-30
828,PRWI 19,2007,Eastern Tufted Titmouse,20.79999924,20-30
829,PRWI 19,2007,Eastern Tufted Titmouse,20.79999924,20-30
830,PRWI 19,2007,Ovenbird,20.79999924,20-30
831,PRWI 19,2007,Worm-eating Warbler,20.79999924,20-30
832,PRWI 19,2007,Mourning Dove,20.79999924,20-30
833,PRWI 19,2007,Cedar Waxwing,20.79999924,20-30
834,PRWI 19,2007,Scarlet Tanager,20.79999924,20-30
835,PRWI 19,2007,Ovenbird,20.79999924,20-30
836,PRWI 15,2007,Carolina Wren,20.10000038,20-30
837,PRWI 15,2007,Brown-headed Cowbird,20.10000038,20-30
838,PRWI 15,2007,Eastern Tufted Titmouse,20.10000038,20-30
839,PRWI 15,2007,Carolina Wren,20.10000038,20-30
840,PRWI 15,2007,Eastern Wood-Pewee,20.10000038,20-30
841,PRWI 15,2007,Red-eyed Vireo,20.10000038,20-30
842,PRWI 15,2007,Red-eyed Vireo,20.10000038,20-30
843,PRWI 15,2007,Scarlet Tanager,20.10000038,20-30
844,PRWI 15,2007,Wood Thrush,20.10000038,20-30
845,PRWI 15,2007,Acadian Flycatcher,20.10000038,20-30
846,PRWI 15,2007,Ovenbird,20.10000038,20-30
847,PRWI 19,2007,Blue Jay,21.79999924,20-30
848,PRWI 19,2007,Red-eyed Vireo,21.79999924,20-30
849,PRWI 19,2007,Ruby-throated Hummingbird,21.79999924,20-30
850,PRWI 19,2007,Ovenbird,21.79999924,20-30
851,PRWI 19,2007,Ovenbird,21.79999924,20-30
852,PRWI 19,2007,American Goldfinch,21.79999924,20-30
853,PRWI 19,2007,Eastern Tufted Titmouse,21.79999924,20-30
854,PRWI 19,2007,Blue Jay,21.79999924,20-30
855,PRWI 19,2007,Cedar Waxwing,21.79999924,20-30
856,PRWI 19,2007,Red-eyed Vireo,21.79999924,20-30
857,PRWI 19,2007,Scarlet Tanager,21.79999924,20-30
858,PRWI 19,2007,Eastern Wood-Pewee,21.79999924,20-30
859,PRWI 19,2007,White-breasted Nuthatch,21.79999924,20-30
860,PRWI 19,2007,Acadian Flycatcher,21.79999924,20-30
861,PRWI 19,2007,Barred Owl,21.79999924,20-30
862,PRWI 19,2007,Blue Jay,21.79999924,20-30
863,PRWI 19,2007,Cedar Waxwing,21.79999924,20-30
864,PRWI 19,2007,Eastern Tufted Titmouse,21.79999924,20-30
865,PRWI 19,2007,Gray Catbird,21.79999924,20-30
866,PRWI 19,2007,Ovenbird,21.79999924,20-30
867,PRWI 19,2007,Red-eyed Vireo,21.79999924,20-30
868,PRWI 19,2007,Eastern Wood-Pewee,21.79999924,20-30
869,PRWI 17,2007,Carolina Wren,18.70000076,10-20
870,PRWI 17,2007,Northern Cardinal,18.70000076,10-20
871,PRWI 17,2007,Wood Thrush,18.70000076,10-20
872,PRWI 17,2007,Eastern Wood-Pewee,18.70000076,10-20
873,PRWI 17,2007,Blue-gray Gnatcatcher,18.70000076,10-20
